spores,techs,locs,carriers,unit,flow_out_sum
98,waste_supply,PRT_2,waste,twh,1.2722578613996562
98,wind_offshore,PRT-11_1,electricity,twh,0.0005497810647897199
98,wind_offshore,PRT-12_1,electricity,twh,0.0005541201517766616
98,wind_offshore,PRT-15_1,electricity,twh,0.0005574533509654764
98,wind_offshore,PRT-16_1,electricity,twh,0.0005427823402136895
98,wind_offshore,PRT-17_1,electricity,twh,0.0005446817244619399
98,wind_offshore,PRT-18_1,electricity,twh,0.0005497971689437888
98,wind_offshore,PRT-1_1,electricity,twh,1.0556559531016445e-07
98,wind_offshore,PRT-20_1,electricity,twh,0.00038574409378614566
98,wind_offshore,PRT-3_1,electricity,twh,0.000557985648964039
98,wind_offshore,PRT-4_1,electricity,twh,0.0005479636394174984
98,wind_offshore,PRT-7_1,electricity,twh,0.0005498042494783706
98,wind_offshore,PRT-9_1,electricity,twh,0.0005575250150373983
98,wind_onshore,PRT-10_1,electricity,twh,0.0014077756017729047
98,wind_onshore,PRT-11_1,electricity,twh,4.189451282648058
98,wind_onshore,PRT-12_1,electricity,twh,0.00028169929932610313
98,wind_onshore,PRT-14_1,electricity,twh,1.4231292076392965
98,wind_onshore,PRT-15_1,electricity,twh,0.0006320223031972239
98,wind_onshore,PRT-16_1,electricity,twh,21.375472854958716
98,wind_onshore,PRT-17_1,electricity,twh,0.0061302242065095335
98,wind_onshore,PRT-18_1,electricity,twh,0.0007775594909172442
98,wind_onshore,PRT-19_1,electricity,twh,0.0005216464248479374
98,wind_onshore,PRT-1_1,electricity,twh,2.0968975140792902e-07
98,wind_onshore,PRT-20_1,electricity,twh,0.0006978011660221776
98,wind_onshore,PRT-3_1,electricity,twh,0.009713869873120284
98,wind_onshore,PRT-4_1,electricity,twh,0.000771568872857406
98,wind_onshore,PRT-5_1,electricity,twh,0.0006070455018549585
98,wind_onshore,PRT-6_1,electricity,twh,0.0015675912490068734
98,wind_onshore,PRT-7_1,electricity,twh,0.0008822390211807784
98,wind_onshore,PRT-8_1,electricity,twh,2.245061088526876
98,wind_onshore,PRT-9_1,electricity,twh,0.0010835513174123892
99,battery,PRT_1,electricity,twh,0.0010945375531405963
99,battery,PRT_2,electricity,twh,2.0559005195900877
99,biofuel_boiler,PRT_1,biofuel,twh,
99,biofuel_boiler,PRT_1,heat,twh,0.0019202388791007402
99,biofuel_boiler,PRT_2,biofuel,twh,
99,biofuel_boiler,PRT_2,heat,twh,0.0003918791567511066
99,biofuel_supply,PRT_1,biofuel,twh,8.932408788192955
99,biofuel_supply,PRT_2,biofuel,twh,16.009980251568308
99,biofuel_to_diesel,PRT_1,biofuel,twh,
99,biofuel_to_diesel,PRT_1,diesel,twh,0.8927775107926712
99,biofuel_to_diesel,PRT_2,biofuel,twh,
99,biofuel_to_diesel,PRT_2,diesel,twh,0.8076510101539346
99,biofuel_to_liquids,PRT_1,biofuel,twh,
99,biofuel_to_liquids,PRT_1,diesel,twh,0.0005389354226181709
99,biofuel_to_liquids,PRT_1,electricity,twh,5.402861379630786e-05
99,biofuel_to_liquids,PRT_1,kerosene,twh,0.0002660909229468162
99,biofuel_to_liquids,PRT_2,biofuel,twh,
99,biofuel_to_liquids,PRT_2,diesel,twh,3.952997753430339e-05
99,biofuel_to_liquids,PRT_2,electricity,twh,3.962905015970263e-06
99,biofuel_to_liquids,PRT_2,kerosene,twh,1.951730720365355e-05
99,biofuel_to_methane,PRT_1,biofuel,twh,
99,biofuel_to_methane,PRT_1,methane,twh,4.627042968840056
99,biofuel_to_methane,PRT_2,biofuel,twh,
99,biofuel_to_methane,PRT_2,methane,twh,5.584235086802991
99,biofuel_to_methanol,PRT_1,biofuel,twh,
99,biofuel_to_methanol,PRT_1,methanol,twh,0.538114776980213
99,biofuel_to_methanol,PRT_2,biofuel,twh,
99,biofuel_to_methanol,PRT_2,methanol,twh,4.345341382905104
99,ccgt,PRT_1,electricity,twh,6.028154756063178e-05
99,ccgt,PRT_1,methane,twh,
99,ccgt,PRT_2,electricity,twh,3.0440790940648114e-05
99,ccgt,PRT_2,methane,twh,
99,chp_biofuel_extraction,PRT_1,biofuel,twh,
99,chp_biofuel_extraction,PRT_1,electricity,twh,0.0005798503709302761
99,chp_biofuel_extraction,PRT_1,heat,twh,0.0009363855100527521
99,chp_biofuel_extraction,PRT_2,biofuel,twh,
99,chp_biofuel_extraction,PRT_2,electricity,twh,0.00024106193159813676
99,chp_biofuel_extraction,PRT_2,heat,twh,0.0004447184118984548
99,chp_hydrogen,PRT_1,electricity,twh,0.0001957881543253694
99,chp_hydrogen,PRT_1,heat,twh,0.00012846633154677724
99,chp_hydrogen,PRT_1,hydrogen,twh,
99,chp_hydrogen,PRT_2,electricity,twh,0.0001937493123868992
99,chp_hydrogen,PRT_2,heat,twh,0.0001271556976351513
99,chp_hydrogen,PRT_2,hydrogen,twh,
